transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,transaction_time_numeric
74,1099,2043,1518.88,0,0,40,4,22,2043,1672531273
75,1038,2075,9460.97,0,3,27,3,43,2075,1672531274
76,1011,2095,2177.77,0,0,41,4,21,2095,1672531275
77,1030,2050,173.73,0,0,21,0,34,2050,1672531276
78,1013,2096,4728.16,0,3,11,2,43,2096,1672531277
79,1049,2096,2716.19,0,0,47,0,37,2096,1672531278
80,1036,2031,1985.59,1,1,5,1,33,2031,1672531279
81,1059,2055,4978.25,0,2,45,0,19,2055,1672531280
82,1082,2028,1591.58,1,2,29,3,64,2028,1672531281
83,1047,2019,8299.48,1,1,37,0,19,2019,1672531282
84,1021,2014,8539.61,1,1,48,5,46,2014,1672531283
85,1048,2023,2783.92,0,0,3,3,28,2023,1672531284
86,1046,2028,1907.56,0,1,41,1,37,2028,1672531285
87,1027,2036,6072.18,1,2,2,1,47,2036,1672531286
88,1086,2057,4996.38,1,1,21,2,43,2057,1672531287
89,1035,2053,4356.72,0,2,13,5,42,2053,1672531288
90,1090,2033,8517.45,0,1,43,2,62,2033,1672531289
91,1088,2076,4878.55,1,0,5,1,18,2076,1672531290
92,1083,2008,6661.23,0,3,9,4,40,2008,1672531291
93,1010,2063,3540.16,0,3,27,3,67,2063,1672531292
94,1078,2069,1069.05,1,0,2,3,63,2069,1672531293
95,1082,2048,9529.97,1,2,24,1,31,2048,1672531294
96,1022,2090,7063.18,0,3,21,4,22,2090,1672531295
97,1069,2015,6082.1,0,0,45,0,31,2015,1672531296
98,1094,2041,1423.36,1,2,32,0,57,2041,1672531297
99,1032,2070,5192.44,0,0,20,4,63,2070,1672531298
100,1021,2055,4947.37,0,0,4,1,48,2055,1672531299
101,1060,2061,2171.87,0,3,9,5,66,2061,1672531300
102,1049,2088,4910.16,1,0,41,5,51,2088,1672531301
103,1035,2032,9569.0,0,1,35,3,31,2032,1672531302
104,1082,2036,6318.77,1,2,49,5,47,2036,1672531303
105,1089,2019,3392.42,0,3,20,0,36,2019,1672531304
106,1072,2047,3113.01,1,1,22,4,48,2047,1672531305
107,1029,2061,6188.62,1,1,40,1,42,2061,1672531306
108,1088,2092,6120.15,0,0,24,4,42,2092,1672531307
109,1042,2048,5995.17,0,2,35,3,68,2048,1672531308
110,1099,2040,5301.07,0,0,49,2,64,2040,1672531309
111,1100,2003,3417.56,0,2,29,5,56,2003,1672531310
112,1008,2083,3739.81,1,0,28,3,68,2083,1672531311
113,1030,2078,6888.26,1,3,37,1,32,2078,1672531312
114,1005,2005,1290.05,0,1,21,5,49,2005,1672531313
115,1041,2095,5657.62,1,1,24,2,48,2095,1672531314
116,1052,2085,4740.5,1,1,37,2,64,2085,1672531315
117,1035,2007,186.92,0,0,7,2,48,2007,1672531316
118,1009,2089,3706.39,1,3,41,4,68,2089,1672531317
119,1028,2086,2468.64,0,1,11,1,29,2086,1672531318
120,1073,2031,9446.32,0,1,27,2,37,2031,1672531319
121,1092,2033,6885.93,0,0,34,3,67,2033,1672531320
122,1041,2071,9102.36,0,0,6,2,65,2071,1672531321
123,1028,2050,9026.52,0,1,15,5,29,2050,1672531322
124,1084,2040,6342.38,0,0,3,1,34,2040,1672531323
125,1064,2082,9019.38,1,3,32,3,28,2082,1672531324
126,1051,2090,4767.11,0,3,34,4,48,2090,1672531325
127,1083,2047,2812.51,1,3,16,5,50,2047,1672531326
128,1059,2088,3414.17,1,1,29,3,37,2088,1672531327
129,1019,2016,7940.24,0,1,14,3,68,2016,1672531328
130,1034,2069,6986.31,1,1,7,1,62,2069,1672531329
131,1018,2031,9019.54,0,2,34,1,22,2031,1672531330
132,1032,2057,9655.08,1,1,45,0,29,2057,1672531331
133,1096,2050,7818.14,0,0,45,5,52,2050,1672531332
134,1072,2002,5727.03,0,3,16,1,60,2002,1672531333
135,1069,2051,9114.69,1,1,23,1,49,2051,1672531334
136,1034,2033,7083.97,1,2,38,1,58,2033,1672531335
137,1096,2039,6097.78,1,1,20,3,44,2039,1672531336
138,1075,2012,8135.09,1,0,7,5,67,2012,1672531337
139,1055,2097,2498.5,1,2,11,1,68,2097,1672531338
140,1075,2031,5637.35,1,1,48,3,24,2031,1672531339
141,1052,2039,8906.66,0,1,16,0,26,2039,1672531340
142,1047,2027,3141.47,0,3,49,5,66,2027,1672531341
143,1029,2021,8808.47,0,3,48,3,65,2021,1672531342
144,1018,2057,3847.59,0,2,17,5,50,2057,1672531343
145,1066,2081,1492.07,0,0,21,1,27,2081,1672531344
146,1064,2041,3223.33,0,2,38,5,45,2041,1672531345
147,1012,2099,5297.06,1,3,46,0,24,2099,1672531346
148,1097,2083,4632.27,0,1,12,2,28,2083,1672531347
149,1007,2053,9005.3,1,0,13,0,35,2053,1672531348
150,1015,2005,9471.97,1,0,12,0,63,2005,1672531349
151,1020,2036,7280.99,0,2,24,1,55,2036,1672531350
152,1081,2011,678.59,0,0,45,5,57,2011,1672531351
153,1021,2100,3901.87,1,2,34,3,53,2100,1672531352
154,1088,2063,1939.89,0,1,4,0,47,2063,1672531353
155,1055,2061,7701.76,0,3,48,2,46,2061,1672531354
156,1077,2095,7121.96,0,0,12,3,56,2095,1672531355
157,1009,2053,3644.19,0,1,19,2,54,2053,1672531356
158,1050,2043,7779.82,1,3,23,2,56,2043,1672531357
159,1049,2092,4742.73,1,0,21,3,36,2092,1672531358
160,1077,2055,2241.1,0,3,32,0,60,2055,1672531359
161,1060,2013,40.5,1,1,5,1,50,2013,1672531360
162,1068,2021,3568.13,0,2,7,5,22,2021,1672531361
163,1033,2090,6210.32,1,1,50,1,55,2090,1672531362
164,1071,2034,5623.16,1,0,25,3,37,2034,1672531363
165,1002,2065,7839.01,1,3,12,1,62,2065,1672531364
166,1088,2009,9567.11,1,1,45,4,20,2009,1672531365
167,1093,2046,4852.13,1,0,30,5,44,2046,1672531366
168,1015,2054,3148.54,1,1,18,0,63,2054,1672531367
169,1088,2078,8833.3,1,2,50,2,53,2078,1672531368
170,1069,2094,2008.58,0,1,14,4,25,2094,1672531369
171,1097,2071,8109.18,1,2,22,5,29,2071,1672531370
172,1035,2095,1890.07,0,3,7,2,47,2095,1672531371
173,1099,2042,9237.85,0,2,19,3,40,2042,1672531372
174,1083,2059,6054.76,1,2,39,4,43,2059,1672531373
175,1044,2089,2963.24,1,1,9,2,23,2089,1672531374
176,1015,2004,615.02,0,2,33,3,64,2004,1672531375
177,1038,2098,8848.87,1,0,27,4,18,2098,1672531376
178,1056,2007,5239.79,1,1,13,1,36,2007,1672531377
179,1021,2083,5046.25,0,3,9,1,20,2083,1672531378
180,1059,2083,2489.78,1,2,32,5,53,2083,1672531379
181,1001,2024,3766.33,0,0,45,5,45,2024,1672531380
182,1093,2081,7009.45,1,1,4,5,48,2081,1672531381
183,1093,2057,8528.48,0,1,10,4,30,2057,1672531382
184,1034,2083,2988.79,0,2,14,3,27,2083,1672531383
185,1065,2018,2050.36,1,3,7,3,38,2018,1672531384
186,1098,2001,2968.07,1,2,30,4,68,2001,1672531385
187,1023,2052,297.92,1,2,17,1,51,2052,1672531386
188,1065,2026,6443.44,1,3,41,3,43,2026,1672531387
189,1014,2081,4220.02,0,3,3,3,50,2081,1672531388
190,1081,2040,3692.63,0,0,9,2,35,2040,1672531389
191,1039,2041,7760.21,1,1,34,0,51,2041,1672531390
192,1082,2074,9929.87,1,0,48,1,22,2074,1672531391
193,1065,2011,4472.38,1,3,5,4,19,2011,1672531392
194,1078,2015,3826.37,1,0,3,2,42,2015,1672531393
195,1026,2021,1578.21,0,2,25,3,28,2021,1672531394
196,1020,2032,4446.95,0,2,1,4,35,2032,1672531395
197,1048,2067,3147.73,1,0,50,4,47,2067,1672531396
198,1098,2092,9369.66,1,2,41,2,22,2092,1672531397
199,1021,2099,4564.87,0,0,32,1,42,2099,1672531398
200,1070,2084,1985.83,1,1,25,1,40,2084,1672531399
201,1100,2098,6069.36,1,1,15,2,43,2098,1672531400
202,1068,2017,2854.78,0,3,19,5,57,2017,1672531401
203,1001,2077,5868.94,0,3,18,4,30,2077,1672531402
204,1077,2088,3234.81,1,3,14,1,58,2088,1672531403
205,1042,2053,179.39,0,0,14,5,66,2053,1672531404
206,1063,2041,533.71,1,1,18,3,62,2041,1672531405
207,1003,2058,3272.11,0,2,44,0,68,2058,1672531406
208,1015,2062,4776.24,0,1,27,4,68,2062,1672531407
209,1047,2095,1426.11,1,3,1,3,52,2095,1672531408
210,1040,2018,8319.73,0,2,12,4,65,2018,1672531409
211,1031,2034,3756.54,0,3,42,4,44,2034,1672531410
212,1008,2023,264.4,1,2,48,5,38,2023,1672531411
213,1031,2088,4348.25,0,0,25,3,22,2088,1672531412
214,1073,2076,3245.6,1,3,14,1,29,2076,1672531413
215,1011,2042,1788.2,1,2,16,2,19,2042,1672531414
216,1011,2037,6134.69,0,1,47,0,39,2037,1672531415
217,1094,2026,7607.71,1,0,24,5,34,2026,1672531416
218,1063,2011,6439.77,1,2,26,2,25,2011,1672531417
219,1009,2054,3246.9,1,2,18,1,40,2054,1672531418
220,1098,2048,7567.35,1,0,5,2,68,2048,1672531419
221,1069,2024,403.42,1,1,46,3,26,2024,1672531420
222,1099,2051,5121.97,1,0,26,1,50,2051,1672531421
223,1017,2049,7230.54,0,1,41,2,19,2049,1672531422
224,1017,2074,7139.5,1,1,12,1,64,2074,1672531423
225,1085,2029,4971.8,0,3,38,5,48,2029,1672531424
226,1061,2003,9270.22,1,1,36,4,50,2003,1672531425
227,1071,2003,1407.72,0,3,43,1,44,2003,1672531426
228,1022,2072,1031.51,0,1,32,2,66,2072,1672531427
229,1034,2083,1642.18,0,3,3,3,37,2083,1672531428
230,1068,2079,7141.4,1,3,11,5,47,2079,1672531429
231,1078,2081,927.68,0,1,22,3,67,2081,1672531430
232,1055,2030,3609.57,0,0,10,3,48,2030,1672531431
233,1028,2012,3577.24,1,1,7,1,18,2012,1672531432
234,1070,2060,820.78,0,3,24,2,25,2060,1672531433
235,1097,2026,3442.3,0,0,47,2,44,2026,1672531434
236,1094,2034,705.07,1,2,47,2,55,2034,1672531435
237,1089,2090,4011.59,0,2,6,0,42,2090,1672531436
238,1026,2022,630.88,1,1,18,5,26,2022,1672531437
239,1092,2007,4169.37,0,3,44,2,19,2007,1672531438
240,1040,2052,7899.39,1,3,41,0,65,2052,1672531439
241,1052,2080,6948.92,0,0,47,2,27,2080,1672531440
242,1086,2055,5485.49,1,3,15,2,60,2055,1672531441
243,1084,2077,903.84,1,1,23,5,33,2077,1672531442
244,1048,2034,2080.47,0,0,7,3,30,2034,1672531443
245,1057,2020,1599.01,1,0,31,2,42,2020,1672531444
246,1067,2012,7630.01,0,2,9,2,26,2012,1672531445
247,1058,2048,8687.96,1,1,42,5,49,2048,1672531446
248,1016,2022,2281.69,1,1,13,1,19,2022,1672531447
249,1032,2073,574.58,1,3,43,2,43,2073,1672531448
250,1029,2016,6838.38,1,1,25,0,41,2016,1672531449
251,1009,2002,252.01,1,2,33,0,67,2002,1672531450
252,1044,2092,6432.6,0,1,24,2,33,2092,1672531451
253,1003,2068,6975.9,1,1,3,5,61,2068,1672531452
254,1076,2056,4792.15,0,2,17,1,53,2056,1672531453
255,1071,2099,431.34,1,3,47,4,22,2099,1672531454
256,1030,2059,7587.69,1,0,48,4,31,2059,1672531455
257,1076,2087,9500.16,0,1,43,5,69,2087,1672531456
258,1029,2064,9544.67,0,1,20,1,48,2064,1672531457
259,1001,2016,1385.35,1,0,35,1,52,2016,1672531458
260,1010,2029,3201.4,0,3,24,1,55,2029,1672531459
261,1091,2092,3881.38,1,0,11,1,39,2092,1672531460
262,1081,2027,6346.96,1,0,25,2,42,2027,1672531461
263,1008,2025,3964.13,0,0,4,0,62,2025,1672531462
264,1030,2035,5107.37,0,1,41,0,26,2035,1672531463
265,1009,2037,2903.5,0,1,49,5,30,2037,1672531464
266,1005,2096,244.9,0,3,10,5,38,2096,1672531465
267,1043,2064,7150.27,0,2,47,0,36,2064,1672531466
268,1010,2049,4155.24,1,0,16,1,32,2049,1672531467
269,1066,2017,688.94,1,1,22,4,41,2017,1672531468
270,1031,2056,2009.24,1,0,19,2,59,2056,1672531469
271,1036,2027,369.7,0,3,42,4,22,2027,1672531470
272,1086,2077,2302.76,0,0,31,1,28,2077,1672531471
273,1063,2028,4919.74,0,2,10,5,55,2028,1672531472
274,1028,2037,3500.32,1,1,11,2,19,2037,1672531473
275,1070,2094,815.47,0,0,17,5,37,2094,1672531474
276,1017,2087,8817.65,1,2,3,2,41,2087,1672531475
277,1093,2025,5096.39,0,3,21,4,52,2025,1672531476
278,1074,2054,8292.08,0,0,47,0,69,2054,1672531477
279,1074,2024,3977.84,1,3,24,0,54,2024,1672531478
280,1061,2053,1531.04,0,1,16,2,69,2053,1672531479
281,1032,2019,83.43,0,2,3,4,44,2019,1672531480
282,1061,2004,6280.52,1,1,49,3,32,2004,1672531481
283,1053,2038,6231.69,1,2,26,0,63,2038,1672531482
284,1025,2034,2663.81,0,0,5,3,53,2034,1672531483
285,1013,2031,3749.26,0,2,8,0,40,2031,1672531484
286,1013,2080,3890.31,1,3,15,4,56,2080,1672531485
287,1085,2058,8349.88,0,2,40,0,41,2058,1672531486
288,1056,2032,7544.17,0,2,2,3,26,2032,1672531487
289,1046,2048,2570.22,1,2,1,4,36,2048,1672531488
290,1055,2075,1965.77,1,2,18,3,70,2075,1672531489
291,1053,2088,8980.3,0,2,24,5,21,2088,1672531490
292,1060,2083,3932.4,0,3,42,2,39,2083,1672531491
293,1094,2059,6508.12,0,0,34,3,20,2059,1672531492
294,1007,2011,4521.98,0,3,39,2,21,2011,1672531493
295,1087,2002,4460.98,1,3,9,4,35,2002,1672531494
296,1084,2061,9677.67,0,1,31,2,70,2061,1672531495
297,1083,2018,6721.75,1,3,24,5,38,2018,1672531496
298,1013,2042,7702.47,1,2,41,4,68,2042,1672531497
299,1008,2089,2053.85,0,2,11,1,23,2089,1672531498
300,1052,2051,1135.81,0,3,13,0,65,2051,1672531499
301,1094,2088,3880.65,1,0,18,3,68,2088,1672531500
302,1044,2028,1076.23,0,0,4,0,19,2028,1672531501
303,1014,2092,9331.5,0,0,33,3,64,2092,1672531502
304,1032,2050,2063.78,1,0,32,5,43,2050,1672531503
305,1025,2091,7600.0,1,1,3,1,59,2091,1672531504
306,1025,2055,7359.67,0,1,49,2,42,2055,1672531505
307,1069,2095,2993.11,1,1,24,4,66,2095,1672531506
308,1058,2077,6900.6,0,3,27,2,44,2077,1672531507
309,1018,2033,2151.28,1,0,36,0,18,2033,1672531508
310,1055,2010,5936.65,0,0,43,1,41,2010,1672531509
311,1024,2013,3040.67,0,3,15,1,53,2013,1672531510
312,1036,2072,4643.16,1,1,15,0,50,2072,1672531511
313,1060,2008,6481.82,0,1,22,2,20,2008,1672531512
314,1032,2007,2305.8,0,1,24,0,55,2007,1672531513
315,1010,2043,8903.16,0,3,23,3,38,2043,1672531514
316,1057,2031,8437.19,0,0,26,5,54,2031,1672531515
317,1071,2061,2175.89,0,0,16,2,28,2061,1672531516
318,1013,2046,247.89,0,1,33,4,59,2046,1672531517
319,1007,2078,133.48,1,2,24,3,34,2078,1672531518
320,1084,2086,8297.58,1,3,38,4,31,2086,1672531519
321,1070,2077,8604.98,0,3,36,4,55,2077,1672531520
322,1002,2091,2071.46,0,1,5,0,58,2091,1672531521
323,1012,2096,9468.48,0,0,34,2,59,2096,1672531522
324,1097,2006,3891.83,0,0,50,2,50,2006,1672531523
325,1031,2001,3280.31,1,1,10,4,23,2001,1672531524
326,1022,2033,9842.45,0,1,36,5,39,2033,1672531525
327,1053,2065,6022.11,0,1,17,3,51,2065,1672531526
328,1063,2080,1660.92,0,1,14,0,58,2080,1672531527
329,1062,2049,4921.91,0,1,40,1,50,2049,1672531528
330,1028,2039,5612.69,0,0,37,0,33,2039,1672531529
331,1052,2051,2860.57,0,1,50,1,28,2051,1672531530
332,1008,2086,9867.94,1,1,29,1,27,2086,1672531531
333,1022,2048,8575.02,0,1,20,5,41,2048,1672531532
334,1049,2017,2492.7,1,1,34,3,70,2017,1672531533
335,1001,2072,6167.54,1,0,25,2,49,2072,1672531534
336,1050,2006,8845.28,0,1,38,0,21,2006,1672531535
337,1034,2075,8528.29,0,1,36,0,28,2075,1672531536
338,1059,2023,6196.57,0,3,3,4,25,2023,1672531537
339,1037,2034,8573.09,0,0,3,0,24,2034,1672531538
340,1055,2022,9468.4,0,2,23,0,44,2022,1672531539
341,1090,2065,9302.29,0,3,46,3,52,2065,1672531540
342,1094,2064,3041.43,1,0,24,4,65,2064,1672531541
343,1072,2044,3820.39,1,2,32,2,42,2044,1672531542
344,1085,2060,5685.43,0,1,46,0,43,2060,1672531543
345,1092,2017,1603.28,1,0,14,4,60,2017,1672531544
346,1063,2012,544.84,0,0,13,1,70,2012,1672531545
347,1020,2041,2160.93,0,0,34,4,20,2041,1672531546
348,1025,2091,1915.95,1,2,1,5,28,2091,1672531547
349,1038,2068,4237.42,1,3,30,1,70,2068,1672531548
350,1028,2056,8765.68,1,1,40,3,52,2056,1672531549
351,1008,2019,770.23,1,0,48,5,56,2019,1672531550
352,1075,2034,4180.7,0,3,9,5,60,2034,1672531551
353,1095,2015,233.72,1,0,26,2,62,2015,1672531552
354,1070,2041,7706.73,1,1,41,5,29,2041,1672531553
355,1008,2006,8986.23,1,2,25,5,51,2006,1672531554
356,1096,2017,3027.48,0,1,1,5,23,2017,1672531555
357,1041,2064,2634.63,1,2,37,4,34,2064,1672531556
358,1008,2036,9301.96,0,1,44,4,57,2036,1672531557
359,1007,2096,8874.75,0,0,19,1,50,2096,1672531558
360,1075,2047,8007.56,0,0,1,4,56,2047,1672531559
361,1062,2056,2054.61,1,0,20,1,43,2056,1672531560
362,1065,2037,9194.87,1,2,17,2,40,2037,1672531561
363,1068,2034,7445.16,0,2,30,1,45,2034,1672531562
364,1021,2079,6821.47,0,3,24,4,60,2079,1672531563
365,1008,2098,313.37,0,1,2,5,55,2098,1672531564
366,1066,2034,9311.12,0,3,7,1,60,2034,1672531565
367,1011,2067,4770.28,1,0,30,1,24,2067,1672531566
368,1024,2041,153.3,1,3,21,0,70,2041,1672531567
369,1009,2056,870.09,1,1,1,5,63,2056,1672531568
370,1077,2022,2355.68,0,2,22,3,48,2022,1672531569
371,1009,2041,8699.22,1,1,27,5,53,2041,1672531570
372,1087,2095,5801.97,1,2,44,0,25,2095,1672531571
373,1031,2063,5578.87,1,1,26,3,66,2063,1672531572
374,1052,2098,2707.97,1,0,23,5,41,2098,1672531573
375,1016,2020,7031.74,1,3,21,4,34,2020,1672531574
376,1073,2072,4802.45,1,3,34,5,61,2072,1672531575
377,1032,2085,7317.03,0,1,39,5,66,2085,1672531576
378,1075,2082,1541.42,1,1,49,1,53,2082,1672531577
379,1077,2057,660.93,0,2,40,0,62,2057,1672531578
380,1006,2007,6783.41,0,0,41,5,30,2007,1672531579
381,1080,2025,308.68,1,1,48,1,42,2025,1672531580
382,1011,2020,4979.26,1,1,3,4,69,2020,1672531581
383,1054,2007,8306.21,0,2,42,2,23,2007,1672531582
384,1085,2030,4130.12,0,3,26,1,65,2030,1672531583
385,1075,2024,9729.34,0,2,21,1,67,2024,1672531584
386,1073,2005,5771.84,1,2,35,1,22,2005,1672531585
387,1067,2061,449.9,1,3,26,4,38,2061,1672531586
388,1041,2034,639.47,1,0,38,1,33,2034,1672531587
389,1034,2021,7697.64,1,2,32,1,53,2021,1672531588
390,1027,2091,2815.42,1,3,48,3,32,2091,1672531589
391,1086,2060,2822.87,1,2,46,5,32,2060,1672531590
392,1092,2056,4796.92,0,3,46,0,42,2056,1672531591
393,1041,2015,8021.39,1,2,9,1,42,2015,1672531592
394,1031,2064,253.88,0,2,11,1,66,2064,1672531593
395,1034,2006,2726.9,1,2,13,1,58,2006,1672531594
396,1051,2057,8721.2,1,3,11,0,67,2057,1672531595
397,1017,2046,2355.84,0,3,19,0,37,2046,1672531596
398,1086,2091,4485.41,0,3,12,0,36,2091,1672531597
399,1083,2072,29.47,0,3,3,5,55,2072,1672531598
400,1039,2063,6505.32,0,0,17,3,30,2063,1672531599
401,1059,2059,8736.47,0,3,16,4,36,2059,1672531600
402,1041,2064,8355.57,1,1,2,4,47,2064,1672531601
403,1097,2015,4359.09,1,0,4,5,62,2015,1672531602
404,1010,2093,9521.94,0,0,26,4,36,2093,1672531603
405,1002,2019,4890.39,1,0,16,1,32,2019,1672531604
406,1059,2016,2322.89,0,0,45,5,21,2016,1672531605
407,1080,2045,8486.08,0,1,5,0,32,2045,1672531606
408,1073,2012,482.47,0,0,37,0,36,2012,1672531607
409,1013,2027,3646.71,0,0,7,2,59,2027,1672531608
410,1010,2037,5984.51,0,2,3,5,27,2037,1672531609
411,1069,2024,4568.01,0,0,28,2,45,2024,1672531610
412,1028,2022,4730.03,0,0,37,1,47,2022,1672531611
413,1065,2096,1647.31,1,2,31,0,53,2096,1672531612
414,1034,2066,6589.43,1,1,7,5,65,2066,1672531613
415,1017,2035,3719.01,1,3,48,2,67,2035,1672531614
416,1045,2073,5514.73,0,0,16,0,35,2073,1672531615
417,1009,2085,1465.5,1,3,25,1,69,2085,1672531616
418,1032,2075,7354.6,1,0,49,2,39,2075,1672531617
419,1048,2028,3474.41,1,2,16,0,69,2028,1672531618
420,1037,2075,1747.89,0,1,22,2,43,2075,1672531619
421,1021,2001,4023.77,1,1,38,2,45,2001,1672531620
422,1057,2068,4680.17,0,0,6,2,64,2068,1672531621
423,1070,2099,3480.9,0,0,49,0,22,2099,1672531622
424,1091,2074,2931.57,0,1,43,1,24,2074,1672531623
425,1039,2024,8144.13,0,2,6,1,67,2024,1672531624
426,1079,2054,7519.08,1,0,20,2,39,2054,1672531625
427,1084,2010,4950.16,0,3,46,4,40,2010,1672531626
428,1068,2032,5427.26,1,1,10,5,43,2032,1672531627
429,1002,2099,3609.69,0,2,4,0,53,2099,1672531628
430,1086,2064,4322.8,0,1,10,5,59,2064,1672531629
431,1071,2087,6025.5,0,3,36,3,22,2087,1672531630
432,1039,2013,8848.88,1,2,26,1,44,2013,1672531631
433,1085,2043,3334.71,1,0,7,1,18,2043,1672531632
434,1014,2004,3593.1,1,0,9,0,56,2004,1672531633
435,1018,2037,4670.89,1,1,10,2,42,2037,1672531634
436,1034,2088,7539.5,0,1,14,2,37,2088,1672531635
437,1015,2088,8619.38,1,1,11,3,60,2088,1672531636
438,1014,2016,1651.12,0,2,36,4,21,2016,1672531637
439,1096,2051,437.13,0,2,27,3,41,2051,1672531638
440,1071,2048,5068.47,1,0,44,3,46,2048,1672531639
441,1020,2076,8598.52,0,1,49,5,50,2076,1672531640
442,1035,2014,6254.38,1,0,8,3,49,2014,1672531641
443,1037,2042,5991.94,0,3,18,0,45,2042,1672531642
444,1078,2020,5406.71,0,1,1,2,44,2020,1672531643
445,1027,2004,8321.81,0,2,46,3,19,2004,1672531644
446,1092,2011,1602.69,0,0,50,2,66,2011,1672531645
447,1044,2059,7989.37,0,1,9,3,67,2059,1672531646
448,1027,2091,1403.82,1,3,41,1,64,2091,1672531647
449,1088,2085,8164.42,1,3,19,4,22,2085,1672531648
